Dimension_1	Dimension_2
75.5691	39.31056
87.81378	13.860903
104.65297	8.151394
-51.511	-73.38369
50.16282	-9.055763
0.34587675	12.572673
69.85052	4.245586
-87.336044	-37.169704
10.276218	-52.08406
-90.58241	0.95632285
-36.841053	-101.45686
69.64907	-62.589554
75.911446	45.746048
49.02626	-31.443594
-15.090304	98.09263
9.095551	-37.19514
51.38254	-51.07273
-4.325616	-48.652813
-33.535446	38.012993
42.110672	13.433851
-80.57781	21.174267
25.713419	-74.00773
-29.942312	21.291441
-8.067467	-66.35353
-42.405453	-15.167491
34.601944	32.12488
30.790844	-43.899773
14.248313	82.565384
-22.113167	-75.64409
-102.60832	50.312065
-21.582514	-109.36034
-50.287033	22.437243
50.039127	73.49251
66.823654	9.637031
33.738686	25.327328
11.413069	4.3584676
22.01217	-27.382668
-95.81679	-61.03355
21.660513	-93.79915
13.031518	101.83027
-37.361195	-40.21955
-21.706648	62.958447
-21.848871	-62.136
-18.948826	-45.146675
83.630516	-0.09581927
111.55434	-3.0707674
81.145676	33.57457
-47.34538	73.8389
-41.089455	81.34439
-90.598076	13.57838
8.76721	2.7466068
-48.126743	18.382248
-79.88765	-10.980147
88.7598	40.57447
-76.955734	8.992102
-14.684014	-69.73896
-65.97198	74.95627
22.223574	41.26213
-12.669538	18.6519
-34.676414	41.216553
-88.68509	26.089714
78.75538	5.9169955
-58.92463	11.711069
72.017395	69.74044
94.82404	-46.511044
81.547585	81.46049
-57.16045	67.095856
-115.63102	-13.328789
24.214153	-17.24582
-56.054	-19.210955
-16.154224	4.5399127
-21.697193	-56.852924
-25.589281	-60.41582
-23.192234	94.351364
92.08357	19.93383
13.36979	-21.559057
42.92323	10.905308
47.442097	49.866695
-68.80219	-25.706253
-71.39403	-45.047855
-78.71306	36.968494
12.978716	38.029118
38.12703	20.060802
-4.7391486	75.38929
51.097874	-25.387959
27.960146	30.028826
-50.8165	-87.75887
31.979328	86.41209
-87.89353	-47.989983
-9.358024	82.26862
-57.845222	62.82242
14.615631	-6.7952356
-52.208694	-2.867453
-56.317123	98.02501
0.02199617	88.79969
17.509533	-70.806854
-93.926506	20.068287
-28.711243	-22.567034
94.30192	13.645517
-53.7713	-11.663929
-71.225525	-0.07037461
102.376785	-33.648983
-32.966972	3.0588448
-75.818855	0.4807077
26.368727	-39.5963
35.38532	78.31719
-36.157753	83.13318
-14.052558	30.800856
-34.277493	12.373897
83.25971	-51.963173
62.37274	6.4494843
-7.8882656	40.482548
-29.698559	30.705936
-70.42456	26.553696
63.185097	7.826382
77.43413	11.528351
-78.0576	75.084496
16.29442	-71.26995
31.020142	60.30347
15.523446	48.964394
-25.126566	44.791134
-63.184277	92.32019
-13.108604	4.1201725
-20.42175	44.487137
-50.85393	42.177715
-26.91253	-49.47978
-33.784462	26.736021
-66.60056	-50.19044
28.582863	-84.35407
44.871273	-45.584404
9.062961	19.971508
-21.837973	75.02938
38.45365	29.54586
-37.3679	50.85454
-82.130356	-22.974531
-14.05529	98.76868
31.03462	86.63099
-14.83466	-14.947477
13.723733	102.505554
-42.705944	73.803276
25.426105	54.862892
-62.317284	-62.363655
-100.2854	-19.047031
-38.997395	-108.06132
93.89294	-53.603767
-18.304611	-38.904705
-50.629322	-31.511156
-10.379449	-16.79188
96.77012	-41.276886
-44.496567	93.09746
95.794205	-25.671766
-52.913506	-17.134205
-14.115741	39.54078
-98.75542	25.79994
-9.668934	-30.631248
32.860687	-102.90756
2.307627	-52.77747
68.02176	18.062199
70.83935	71.71602
-10.3740015	-10.227475
-24.025581	-10.485797
7.6860914	-61.577286
-77.017715	26.706694
60.34632	88.57038
-71.46643	-22.129961
61.880955	-38.996834
53.001205	-19.06481
-9.928323	13.283142
-62.334423	8.535413
18.300697	85.23844
65.076515	31.330772
-81.148056	25.4391
-52.947292	7.574462
4.9060826	48.189617
-34.53797	72.90169
34.345562	38.954006
48.91575	-82.5701
-41.860035	34.079704
-38.04751	-79.20798
9.474105	16.512785
16.342772	103.72399
-44.101128	37.91134
-69.74562	-68.44486
-57.235775	77.21414
-20.104858	22.69451
-15.005877	-20.867548
20.465082	-13.124405
86.2402	31.89398
75.961555	-62.83898
-68.39946	20.374615
111.70278	-19.54655
-3.6913443	-17.731548
4.3712516	11.778631
43.368786	67.2625
-0.29076523	29.712746
-14.790321	73.01938
43.765663	22.619335
5.69702	47.160194
-9.764083	-60.2139
54.793144	0.6706184
10.19699	-1.5881361
15.004308	71.33443
75.6902	39.41389
57.70519	66.77165
-46.71218	-33.281807
-5.542054	19.683767
-40.562965	-47.821716
-45.09855	-15.106642
-68.7664	15.2755
-64.28078	-86.89471
-19.400877	37.57218
0.32163936	-49.86938
75.27615	47.905136
-10.775631	-62.229664
1.7942201	51.587906
49.22534	18.407688
-15.63213	-48.292526
35.371323	34.678513
-0.1942826	14.959197
-12.495173	8.290316
34.4471	92.2704
88.97178	-60.43764
-79.648895	66.431244
-31.313852	42.12514
21.208336	-93.68989
-17.868061	63.80619
-5.620249	63.04746
-19.948616	-88.639015
20.593252	-8.995823
-78.569466	-47.027065
-34.966446	-36.942135
-37.988052	-13.955398
67.14652	-5.7571206
21.709692	9.862673
42.80924	-28.60326
13.027608	100.12464
18.77369	-62.077583
37.338116	-90.88078
30.036165	13.695306
-70.10342	-0.3816703
96.15843	-20.567713
10.88936	-101.58506
-3.9804597	75.59206
30.99837	-27.963858
-83.25703	-77.934845
69.136635	-17.812994
-50.92558	-66.96915
108.01265	13.983242
41.403984	-40.81587
-29.372654	-13.916498
-54.572563	-66.769775
-57.642056	85.34907
7.579987	-50.27188
-38.307976	22.931074
-32.54994	-30.156029
-86.628235	14.7890415
16.625544	18.515558
-54.680458	11.672476
76.68216	84.231125
39.658833	-50.292164
17.829159	-17.191
9.209215	4.7793484
-6.0423827	-67.11423
29.061369	55.098663
49.282944	18.234882
84.71448	2.896379
51.70902	67.537056
-18.781431	81.0539
-40.742805	-32.50795
14.907065	-0.62532955
-40.247177	-77.223724
-87.959015	24.380945
42.903	50.903973
35.140144	-16.304049
62.900913	-23.886902
-14.053929	-84.02583
-8.028179	-74.806984
-20.627487	27.250479
77.411934	-36.144474
-104.38877	-23.152172
95.870445	62.690044
-15.713206	-92.99119
-63.154015	-92.98527
-9.3720665	20.20296
-56.505463	89.5893
78.37615	5.8489213
-1.3657776	15.765719
-83.53774	-63.366974
16.587755	57.048428
-1.6290178	112.16436
-58.353977	-55.951054
-56.61674	-58.035202
-38.674595	39.063698
-14.814405	-34.84961
81.42975	-40.205063
13.735009	-108.39177
-4.5014663	-92.95463
1.0073372	74.634224
29.759718	-83.10223
28.394978	63.330357
-77.8017	80.29213
-56.66045	48.665745
18.98699	91.00836
48.785046	-44.79019
-44.17181	-24.057234
-39.724697	18.221409
76.05838	18.78069
-54.543964	-23.42559
-84.931725	-35.22683
-31.86449	42.01759
-37.967678	-13.89634
-8.775314	-48.772224
-72.31886	39.021725
15.847461	103.59581
-41.773346	-59.65967
-115.644714	-13.333646
-10.314803	-11.293313
37.5692	56.69537
14.25769	82.51308
-111.96023	13.539683
-54.188984	3.5364964
-46.121147	-66.2124
24.170807	96.28721
83.988754	-14.191713
-59.173843	-14.4280405
-29.570637	102.37776
-84.61507	-56.54984
44.073223	-88.925545
13.992056	-32.839924
45.63742	-103.089645
68.223114	15.245993
19.016813	29.319948
-84.16283	-35.733917
-42.987858	58.650238
-50.945843	47.6282
-80.70302	65.09788
36.84009	-16.684906
-100.665085	16.85101
43.25521	47.01182
79.41096	-0.2215102
8.130248	-95.82588
-33.81232	10.814171
39.204796	-77.4239
71.5773	20.337957
-0.23137799	29.740602
-20.658476	-74.315605
37.384693	42.683903
5.6652126	26.271326
46.558556	98.8654
-25.893637	-18.307453
-55.729977	21.288235
-15.923743	-58.45005
16.560802	23.341133
101.42776	-24.081867
1.3013266	-55.26206
38.63473	53.388145
59.208523	-3.887404
38.020687	12.180471
-50.910515	97.446396
16.50622	-43.83706
-25.098324	-65.07189
30.745176	-65.68491
-59.802788	71.08519
-49.02619	-61.8257
-46.21784	-60.204304
83.56801	-14.64766
-34.489906	41.52285
-29.131384	60.34543
-66.43615	-32.76445
-64.01052	29.820742
91.96029	19.404043
-65.19167	-24.247011
27.883356	-9.171927
-17.202366	-64.7033
-15.3245125	-27.082329
0.2899047	-61.21946
-1.3309302	9.266722
14.308953	82.23092
49.57758	-39.067993
-43.565056	19.25182
56.020584	21.59527
-30.386576	85.90399
-15.982329	-4.115948
-94.98786	60.422882
-62.768524	8.291013
5.1986475	-74.593254
75.04038	-71.31487
-55.236706	-67.013115
33.417202	-74.7537
25.032623	82.89
-24.421215	93.415565
-28.536484	37.2684
-38.173695	-56.83602
-18.691847	-1.6477476
5.647585	32.436954
60.004936	-15.198275
-36.837715	-101.45217
47.80976	-62.889442
86.74204	-5.881973
15.8536825	46.659637
93.476326	54.035023
-75.04199	22.218992
50.770607	30.996916
19.855785	3.7525043
-46.864777	64.16283
0.2602366	20.940912
40.530937	-15.937428
-44.36999	21.151592
49.9317	13.860051
-30.506384	-30.241138
28.538704	-2.3105524
54.739857	2.2386072
-10.92773	23.09631
69.13086	-68.09523
-12.564739	-31.248728
49.83085	30.556946
-23.647623	-17.373032
29.870977	3.7551847
-76.54652	5.1627936
1.5455642	37.72905
1.3921084	111.04714
-43.435493	-41.73434
43.737297	-8.143662
4.434158	-99.07668
-86.183685	-58.61772
27.000645	93.995674
12.390652	112.95586
-32.809948	-24.80873
65.09632	36.09438
-7.2828245	10.967881
8.772976	19.596708
-26.268406	49.313103
9.417405	-65.904945
-9.755895	-68.4636
15.219153	71.55995
-97.470825	-39.13087
4.942575	16.341389
51.38298	21.572485
-34.149887	91.977325
4.600229	16.020536
79.79467	18.85902
-71.23184	-76.20703
-18.312859	22.695433
-60.55823	-69.43594
51.18311	-43.586697
-3.8273988	-24.309896
-54.50345	-40.04061
-50.192497	98.65685
-10.235997	1.0044299
-17.925982	-34.666264
24.951305	25.433462
-46.119064	-60.34663
70.89234	19.211916
83.64077	-0.06992819
55.919285	-30.621853
31.692226	87.71528
-68.11713	-70.092415
-105.26318	7.6274786
58.090694	-24.124935
69.19212	-28.978989
-59.74862	60.471317
27.545446	58.141556
12.732993	42.654133
-25.487787	28.672392
-87.16242	-9.601892
-2.0475423	1.2470828
46.51439	9.670042
47.411358	29.443342
-100.29914	-19.03694
-74.61719	-34.092655
57.140873	67.31145
-89.16967	-14.642271
-35.27203	-46.21216
-71.58216	0.13541201
11.830887	-11.92593
-42.37669	47.81159
-47.211727	51.608463
-47.33063	-49.431133
-78.580986	-1.3338758
87.20723	45.497993
-41.944386	-12.793694
-45.966125	13.953788
-29.158579	41.911556
111.828125	-21.486824
56.73223	11.194387
61.57811	24.63987
-18.51238	10.243633
-90.59228	69.544426
-2.0650496	-9.433678
-25.232246	19.074398
-2.3265383	-35.637108
69.6328	65.997925
-14.871658	11.510176
-1.539913	82.44933
61.3685	-27.186852
-62.46572	-81.06369
40.26726	-29.412317
33.869465	72.492065
19.762373	59.596653
37.60919	72.34417
-53.41083	63.754696
15.068418	3.6130908
88.24961	28.424437
-78.14046	58.86969
36.173183	110.03171
-75.52733	-50.418137
53.71712	62.905403
-24.07925	-31.42467
-7.9016075	-83.207504
101.31732	15.196959
-43.441097	-65.879715
-59.80292	-98.68536
-22.875668	-2.4133453
-85.376335	-71.89465
67.45861	48.335945
-16.252565	-19.703835
-4.5706787	-48.425606
-28.6665	-9.156473
17.326263	32.794716
63.80661	8.62365
60.270214	46.02907
-46.346596	8.1482525
-44.33784	-23.468227
-34.762302	-57.928226
74.94995	22.974922
68.67449	83.72911
58.569847	19.155354
41.34536	57.878716
86.73292	-25.196976
-71.35931	10.84751
81.20635	-39.212574
54.017467	57.169292
-29.12517	41.928997
78.03301	-2.3965485
39.46178	47.36633
-8.78567	101.38153
-65.35036	64.005684
-2.3305316	43.279293
-41.35588	-51.938618
11.371353	47.718544
17.04588	-38.256763
83.23364	14.248365
46.58901	62.179104
-4.2830377	5.4486394
-27.284992	-41.00101
-21.257479	64.790054
33.084064	21.204557
-41.1268	-33.584457
-77.86472	-4.497209
17.664385	-85.747955
1.1352978	37.21661
84.242035	-7.2957616
-61.655212	4.005037
93.15251	39.642605
-1.1233441	-73.15036
46.559048	43.241695
-20.851866	-25.186617
-15.722919	-3.7406077
83.62609	-15.636347
-17.835217	-76.99102
94.68606	16.994062
5.5034084	-55.60737
-90.46511	-55.932693
9.736447	7.692769
19.379221	6.041131
22.942837	76.04212
37.186455	57.457684
-9.225153	5.833448
-41.51617	-2.6197515
31.253895	-17.19185
-69.55429	-89.96918
-59.779083	60.370167
-104.3923	-23.144958
-8.298815	31.31651
15.939999	-56.67133
-19.80863	-17.569168
67.19192	-46.340588
54.35356	2.432146
-33.456577	-64.50792
-98.3239	-22.311098
-111.78988	-32.471493
-91.98805	-45.345615
-38.960533	72.08568
-4.516848	-24.034376
-9.254424	73.00091
8.881262	50.901707
33.36384	1.4726244
-22.334482	51.108124
-23.524235	37.712128
0.19999447	15.06268
-43.337	-64.636024
-15.937308	89.34193
8.828252	87.04184
49.807686	-26.183178
-28.212196	39.739597
-36.3252	16.44302
-46.454205	2.3235888
42.2701	29.184797
76.13307	23.209429
-41.578808	-51.597538
5.2868514	-72.49601
88.14526	-48.72855
84.93456	27.375496
64.713554	-51.237167
-16.013334	-22.856623
-17.146267	-81.62551
23.727192	-47.047764
-57.53967	-43.06335
88.82122	-21.242634
-32.540024	-1.9902782
79.290306	18.031286
-30.700651	30.44638
51.66144	-56.3569
-24.563854	107.32186
70.925674	-17.54038
-2.8052254	-64.0041
63.380535	-0.62663406
47.61874	57.62068
-6.4581957	82.176605
-76.76448	4.500485
53.759773	-101.704636
18.953394	6.879315
-6.696488	-44.073013
-2.5949504	-42.344143
12.215191	58.471447
-26.279581	-30.592077
-1.1724799	-31.974535
41.72158	-83.07261
51.274883	-32.81549
18.79413	90.96555
0.6876402	59.04808
59.43551	83.06154
55.2744	48.67209
-51.6361	-12.580699
81.54154	-36.394146
35.50351	60.87505
-6.165851	-100.66353
3.4673476	83.13981
-11.441169	-107.60727
-29.411198	69.44996
-20.544611	20.913717
48.618122	-30.689032
-21.772163	82.30375
65.65205	-56.863995
1.1631738	-36.123146
-68.66108	19.859827
-69.94907	-31.923622
36.106415	32.53995
67.0464	-27.524729
-58.82334	-9.297742
70.5276	72.307655
-15.616259	15.829737
-69.77452	-68.355896
-105.534584	8.775862
11.367805	-9.036245
76.51367	-12.743598
60.226353	-62.455864
9.418841	20.431581
68.0687	18.251993
67.25607	40.910515
-58.308884	31.92009
-8.981656	-43.623325
-44.82177	38.612236
-46.38056	58.72366
17.93559	-107.16215
-55.59464	-27.489368
-16.647625	41.621628
8.654414	-3.7638364
85.9088	-34.78815
65.05607	-93.20957
20.630367	0.20689592
-23.23685	10.696603
21.039995	-10.282793
60.816452	-54.913616
-63.360867	63.142715
42.952698	88.39018
-18.16382	-38.20249
-98.27853	-13.014756
58.680305	-35.254593
-38.299904	-5.9179163
-55.58883	56.56959
-37.315144	45.416775
23.593803	5.4234056
5.709623	47.656647
-74.77813	-33.98935
-46.4571	2.3369048
-28.241928	-79.94934
29.055262	-0.0063510286
-63.379414	-1.3396899
-14.206581	-7.2526045
6.0793056	-54.55761
-101.56281	31.580578
64.85345	26.329906
-72.34186	7.224933
-58.754333	71.26811
26.44803	-7.9344215
51.632053	6.4475007
90.392044	19.823809
44.78314	-4.8495092
5.032731	96.43383
-64.89359	35.844635
29.68027	5.5163965
-50.387123	-54.19519
-52.222176	32.124233
-37.174557	-41.09737
-9.496232	21.31284
55.33003	26.000357
-66.3867	-40.050137
-6.2542024	26.216572
-90.58905	69.54444
4.7077894	61.828903
32.67396	96.63465
-88.831955	-65.81377
-33.306942	-14.672527
51.81363	26.92102
-102.399	-52.189613
13.409454	-95.19648
40.435066	-48.237446
16.73871	22.731808
21.764994	-56.316807
-36.584373	-42.017326
-39.74448	65.83861
37.475826	72.71446
-11.61488	-106.52501
57.89164	34.131054
26.171103	33.353073
-45.86132	-32.02193
-60.283066	-17.195904
-13.893628	-46.903717
50.861336	50.951736
41.827663	-61.45554
62.785664	-6.049424
10.529284	-71.019966
-72.62695	38.201275
-40.822098	-75.67405
-16.19304	-97.88643
-33.66701	-60.90673
69.50691	65.42106
42.67116	72.47422
-81.08927	2.0373533
8.521512	-17.798399
-94.88903	45.20152
-66.89147	47.659508
-31.490269	34.57166
1.7472032	-0.72991616
-71.93078	-45.455593
94.87938	-28.550291
-9.598914	-63.258705
-68.60467	-2.753709
-86.949196	50.024258
-74.16965	55.975224
32.718437	-10.624737
15.547141	42.81842
-56.821754	-61.565975
39.55505	-5.665916
-89.39943	-66.397255
24.103125	59.850174
15.408252	11.90511
56.13928	14.359638
-5.4240494	-53.171883
-82.470406	2.6392255
-12.774509	-31.1767
52.32805	-24.58174
-38.616806	0.51452875
-86.88313	60.107628
64.577614	62.834126
-50.23523	-78.35784
53.60453	-75.4947
53.014885	15.19907
-75.77501	-13.33093
-69.34487	24.900707
20.140358	14.107084
9.532105	-79.74311
-26.232338	14.267011
68.72364	-5.9710593
-76.90015	-12.150123
-80.22302	-80.93414
-2.7757654	-55.833557
87.15653	-20.424433
23.107641	-8.296051
-4.365962	-69.96425
-61.010906	27.064346
-35.392235	31.098284
88.338684	-15.554489
21.64544	-39.17558
3.4255414	-5.5783887
-35.419693	15.497015
-39.026848	-71.21941
-57.505444	-3.1808531
24.934494	24.446787
-15.868958	-59.30617
60.46324	-55.50205
-17.422256	83.85666
60.152264	77.81868
92.37905	-30.527897
28.217442	-54.317524
-15.200724	-34.991283
-65.72267	-72.76766
18.462831	43.238358
91.3986	2.125771
-92.34315	-27.344263
64.77944	-21.551674
-57.02916	30.008984
7.120955	-41.96779
66.84755	4.8616114
-75.14717	26.044394
54.030827	-21.45179
-39.698215	60.524086
-22.563879	-82.14528
99.69676	30.878462
-61.59962	58.02506
22.951368	75.97533
-29.88957	28.082737
-27.864456	-18.753424
-21.599579	74.844765
4.8134995	-28.571373
40.800873	-15.8018465
-10.688387	47.182198
-2.3749774	-50.368465
-52.80728	-43.789223
0.2845966	-2.6234922
-35.16841	15.2883005
-5.7578063	25.162056
32.61569	-10.939395
1.754639	18.361746
-3.0917504	-39.89415
-7.087333	-66.55243
2.0857487	51.469402
-79.70108	-16.889702
-26.135992	-6.1051507
-21.155533	-71.720764
56.05026	42.83786
-69.44629	-69.66445
31.721056	-17.560646
8.873401	-20.932821
7.622474	103.58028
61.06278	-36.62184
-15.941049	-58.080082
21.194593	64.081955
-46.014	-39.080017
61.181282	38.975197
-21.962154	86.68811
-69.727	81.876274
11.007633	-101.53646
52.38637	27.969181
-9.223855	50.763016
-3.1102204	2.1433318
-20.107107	-4.7778997
1.7961937	38.781967
-31.666098	47.37113
-66.81944	-5.6092625
10.157068	-91.13647
-53.939617	80.15531
-73.50231	14.791375
8.066824	2.7844346
33.734264	44.70953
74.137924	76.55675
-48.664284	27.613949
-58.581715	66.39002
13.352361	-95.11772
94.89901	61.22802
-28.619036	-86.38963
6.455123	-75.0342
90.60217	-31.39701
5.14937	36.10837
-97.39996	-39.230225
65.436165	-27.58255
68.98237	81.9917
44.797676	-21.460539
8.775976	115.06376
32.472813	-2.0936694
-14.297087	-95.05092
0.42367205	-61.20337
12.735763	54.3806
79.5315	0.61330825
-109.18784	15.410509
111.626526	-2.942866
-14.716452	-2.586748
-68.33586	-2.2417758
50.119545	-26.115673
17.813242	-42.822735
17.972252	-49.364014
35.008	17.956385
62.419727	6.271498
-18.04867	-77.01802
8.346442	44.598152
-71.555725	10.518403
-3.5824893	-0.129314
-50.50252	61.829964
57.992813	41.470505
84.3103	1.9592382
-67.19724	-64.10412
-67.42706	-3.9176066
15.382505	27.499676
-50.86701	11.476813
-21.341757	28.251175
-37.68776	22.9857
39.19587	-19.615543
43.613197	-33.60113
15.856438	-8.228949
-90.40804	-55.37408
94.96903	12.367008
-36.387985	22.177431
92.482994	-42.31621
61.823177	46.691616
-29.067816	67.57977
61.973656	-7.9574637
16.539974	-45.472187
-65.523834	46.339687
83.48846	38.525166
-58.13293	31.688852
-74.868164	64.50808
103.64487	-12.847886
-88.83724	-14.827709
-13.387731	25.06408
-78.25005	18.533207
-67.1164	49.267456
19.640928	25.036148
56.954334	-2.6634712
9.998915	39.895218
-27.332424	45.185425
86.11582	18.99005
69.306885	46.693325
7.541555	-0.24215594
-31.704124	-75.95361
-5.811918	-53.522003
23.811499	51.4819
-9.367791	-12.455238
18.179144	-71.50713
-50.854607	-29.181225
4.201614	109.04368
-33.827003	74.59531
2.9907393	-76.14091
16.80127	55.324203
-82.54754	-22.317364
14.252784	-53.926357
-9.883905	-8.985413
87.51091	5.511636
-92.07242	4.778159
-68.00773	6.93909
-85.414345	10.077372
28.898485	-23.924515
-44.428997	13.125842
13.064733	88.58717
-70.922035	21.52064
-46.22221	-66.205765
65.61213	-56.52284
64.283875	30.21273
-36.97833	17.58613
48.82519	20.527277
-14.473388	68.00133
2.1632018	-18.218168
-69.97829	60.369663
79.10283	11.508045
83.27354	38.743572
-58.119335	36.919647
-4.2929616	53.213127
96.4392	54.574867
-31.330368	34.66631
-92.33513	-27.34488
-60.75593	-38.942516
7.559635	65.12726
53.828293	32.279675
10.115087	-51.794865
47.519352	20.398802
44.207455	-33.53275
-34.144596	91.95292
68.26405	56.342827
102.53014	-21.110317
-2.2693927	11.726654
4.3119183	67.84579
-45.2594	13.143557
-18.474705	70.45736
-11.206106	67.88724
-20.773623	5.5822225
45.096413	-39.06756
34.36897	25.74266
6.0246234	71.25784
38.155846	1.6385206
-40.15474	53.712673
-6.116014	81.683716
-95.535706	-19.811583
-39.881706	-9.445523
-80.86982	13.43905
22.185715	-66.55006
-3.0346925	-13.037864
66.46796	74.9877
-76.511215	5.2655244
28.755323	-64.41003
-39.04972	-65.61513
17.29866	-76.764046
-67.20803	39.927177
-30.526415	-48.460552
-65.95841	-10.810587
-0.42196774	-58.16175
69.11033	25.412594
-27.709934	80.28135
45.790627	30.08271
-36.877052	-42.283085
44.61691	-18.905762
-62.24408	-10.33226
-48.33749	-24.063482
51.576252	-25.860922
-42.18168	97.12316
6.0501466	40.658417
39.28579	-6.649515
-49.409695	37.0432
47.803555	83.08439
-60.718044	38.315952
-41.422363	6.583461
-8.857172	43.182888
-89.93824	-49.034653
19.774927	-19.460596
26.616205	94.88716
98.859985	-16.01924
-38.70308	-93.607216
-71.251	33.58049
-16.761305	22.164152
-63.39287	45.89686
-25.595118	79.44958
-13.975618	0.7631753
47.601204	-2.037093
-33.827503	88.527725
42.093277	13.427618
104.905174	-15.536999
-63.86998	28.97408
-28.819775	69.6468
-76.794495	9.078573
-58.922314	70.67973
-20.313025	-47.3962
-24.56542	107.328766
-71.65815	20.233059
-81.19952	37.29394
-25.70734	-26.935106
55.837177	-52.320324
23.593966	24.429491
1.8378994	-21.740086
-15.615416	72.990036
29.458174	-6.348068
-23.131584	51.619408
-26.270313	25.44058
-24.699753	58.09631
-36.457054	-61.64124
21.206112	12.69832
93.81076	-37.559692
-68.63593	20.11157
1.7871557	18.457972
-85.7699	18.997965
19.423018	-8.8391
-14.423085	28.67852
-60.20098	49.77151
-76.79386	-20.99593
-4.718041	-30.065388
1.3873149	-25.49135
70.00977	66.87897
104.17668	-33.682896
40.000633	-37.015453
42.30083	58.919006
25.58006	-23.564764
-5.0340786	70.94978
17.325247	-30.475393
68.05487	54.315517
28.482374	20.920834
88.344604	51.597267
23.689081	63.762028
-61.979103	-38.8621
-62.210186	-61.81839
-21.23538	100.82517
37.68357	-61.84748
-31.881836	41.99703
-6.3906636	44.0573
-61.12997	39.272705
65.06207	82.868225
-9.613305	-26.87914
10.850447	-10.9343405
102.81016	0.3124615
-33.661613	-6.4088893
47.61493	-1.8849204
61.763508	51.920547
61.278084	-27.169716
-76.71562	-31.030817
34.14549	52.780853
-42.709953	45.799328
-8.039561	-82.29404
-36.495884	8.365417
32.638275	21.802574
-108.22106	14.997709
33.509773	12.599636
-32.622196	17.725769
0.40934983	78.006676
69.031815	90.11412
41.47624	-14.1986475
-14.908773	-8.968004
-22.34278	33.339523
19.918276	-13.235493
-5.692245	65.38881
-14.097659	-2.555405
0.84332854	-46.53249
41.524086	-14.130042
75.23422	31.158453
-10.516201	-0.5059355
44.04119	4.413655
51.92591	-38.669186
-103.83959	44.711704
64.12463	-22.140726
31.699026	8.538276
-44.958256	28.065336
-40.135017	-39.101276
13.942813	-4.2229114
-9.731207	-38.908703
-59.290615	60.701
-71.08697	44.233643
-5.674851	-17.848103
67.58286	-56.61729
50.995346	-19.481663
-0.8131811	15.693598
-36.37584	83.747444
35.095707	-87.068535
92.56854	-40.883347
46.63384	29.14962
33.304813	71.64068
-77.27527	-20.837736
-1.4438931	-63.82881
-0.61809355	-88.78627
-10.673	91.56045
47.62241	63.75558
50.79887	-0.29172158
-47.874348	38.62547
89.54192	-69.509895
33.67063	-98.57347
-48.981884	-61.781788
22.310387	-53.95721
22.311323	-24.324509
73.60377	-7.562931
-43.81949	64.13634
4.4582887	53.804356
20.27068	-17.100674
52.528282	-25.914326
-40.924088	-33.938778
-53.310608	18.489218
-73.23676	-28.717983
25.765738	73.061
-15.626633	56.27801
-2.2132359	-78.3473
-59.794197	47.92844
72.74135	-43.64525
45.39293	5.6396675
7.4293175	12.656782
80.39315	24.585388
-100.75305	19.957523
12.723583	37.439327
-8.839795	50.625916
-71.46685	20.454588
27.107578	-14.022282
14.105961	-27.027533
35.200287	5.712149
-63.340656	-78.18319
-74.39056	14.728284
98.24489	31.51829
-105.73988	8.899703
56.307728	48.772457
83.699585	8.8219
32.47041	-2.4386024
11.472343	113.14609
-88.76223	-21.394567
1.4150999	-55.446083
74.98333	31.494108
116.01887	14.203465
-90.225426	36.758972
48.129845	-87.95213
-24.3916	59.912304
8.478278	82.3276
1.4562197	111.00561
58.15769	-43.07754
89.55488	-4.589213
-26.924576	-49.508717
8.399904	76.02836
-53.97914	40.414722
45.499283	101.52243
3.3921833	-4.8490906
-56.935802	-58.279972
-34.335026	-41.535618
-39.437542	-57.204704
27.85828	-8.91742
111.4215	-22.883232
6.049008	77.786514
-16.971727	7.9317136
-27.73873	35.89647
-25.851912	-27.139536
-70.20854	26.299028
-6.421335	-37.66705
-40.821194	-33.676937
-79.73228	66.33808
-0.2643178	-14.327669
-72.93346	-36.730545
47.561306	-81.65598
-55.280884	-3.5350788
-38.780487	-80.49681
-3.9346929	-18.362867
7.8746233	-28.07506
60.932896	-17.395971
22.153385	9.121012
-36.629932	-51.534466
17.16158	-21.404524
-6.5037637	-101.45711
17.942163	-25.345081
12.979601	-37.2005
-48.612896	-24.343746
10.854917	-107.413345
76.84303	-44.895145
-45.18574	-90.63162
-1.8871765	82.148094
-2.4649844	36.76895
-44.530087	69.40853
40.642956	97.16946
-65.213974	13.485153
-82.49978	-43.703545
-65.95534	75.04477
64.184006	-91.029076
62.241673	76.01219
50.85276	-33.86653
-50.637104	-31.897785
52.565247	37.12997
-26.677078	-4.005744
-69.566826	44.239914
-69.02129	-25.961927
-22.360071	-62.54092
33.178555	21.610985
16.639029	18.381748
-42.20415	-6.279099
-23.76049	-32.119656
-20.066593	-24.566193
14.173675	-16.712603
34.10248	-51.17992
67.64411	25.441496
-79.02546	36.488815
-19.753134	35.639896
-3.5837407	111.562996
-22.461952	-57.318924
1.1896869	55.92784
-16.636036	7.08071
-52.134808	86.416245
49.831436	94.85051
-68.589775	33.70908
51.32438	93.512505
-11.250863	67.76964
1.1111275	74.705925
9.944324	82.00063
-19.869167	-13.846983
-56.778973	8.193718
-13.591165	-67.407074
-18.503126	-38.82927
45.52939	9.608899
14.215452	-22.595915
-44.485092	-66.451706
