Dimension_1	Dimension_2
77.95215	63.48551
-25.77667	63.961678
-85.47019	9.272387
11.2391815	62.51214
-68.86919	50.071964
34.379227	-42.641186
1.2703886	-114.0646
-26.405005	-32.646633
6.4162474	71.04939
11.407573	-30.440348
-47.75777	43.3179
72.951004	-14.286516
44.84627	-94.839325
91.50434	-24.537169
-83.57797	-21.536875
30.73255	33.6819
82.29601	40.035904
59.175144	17.780008
-49.227608	58.629562
47.86846	-75.44906
-40.158554	68.92521
6.556504	-84.15947
33.324417	63.14534
-29.22808	-61.089645
-24.514679	-47.846004
107.29128	13.346251
87.33918	57.53297
-59.80221	-98.689415
-33.618862	79.70833
44.452206	-95.15789
48.208427	-44.99557
11.658586	-46.068333
-54.384666	26.622112
-11.001156	-109.49056
-69.093056	-37.379406
89.67005	-47.720097
-41.938858	50.984875
-53.162346	-16.829987
44.901237	-28.021086
53.9312	-5.5432873
-41.751633	85.66794
-3.5144446	1.2034009
19.019724	-76.76079
78.91387	28.05725
-66.07721	58.101192
-11.0704565	-36.033985
1.2384082	-38.269417
-21.150923	0.35814792
42.222404	69.89695
-58.57394	48.77258
-12.214968	-70.818146
-8.575506	-55.68022
10.699482	-6.9779124
-24.91227	-99.671
-18.596195	12.233301
-55.87778	-2.094037
83.29259	-15.275209
34.597813	47.48319
40.7534	-56.10326
-16.641548	-68.484634
73.56522	-56.953934
24.044516	-42.500874
-22.352882	51.810627
-27.44283	33.44979
21.826897	9.606991
-42.684933	-15.064062
-14.453116	-46.421844
-53.650703	-16.90847
38.07941	11.582128
-8.326008	-98.56815
-90.16948	3.0158486
46.78112	27.803274
-2.7072096	56.424484
10.374154	-37.49183
-60.913	-37.02175
-102.7959	-52.462105
22.57789	17.910511
38.93605	-77.17015
-49.342487	21.902334
-14.054882	-83.97564
86.11128	-34.045963
53.680157	52.381855
-5.8894095	-29.533863
-62.344254	-61.593178
-7.368928	66.86783
22.950441	31.597523
1.1421025	31.809898
-2.5000632	-95.38247
10.659709	-51.313633
-6.050314	64.3514
65.770935	21.116488
45.387486	-14.808881
57.949966	43.19199
-34.727386	-70.77143
-56.1832	-59.784473
-92.86056	53.412792
-30.985697	-18.736824
-8.585105	77.129234
95.23717	-28.81204
110.117386	10.684992
10.215166	48.87336
45.405388	9.688315
79.033455	-31.430727
35.123653	-6.493384
26.394072	109.47419
18.8334	85.281975
45.71749	-27.575285
-72.103745	-22.67222
59.958744	3.7146518
45.17871	-62.50538
22.540781	-57.755653
-61.893967	-69.58326
113.38605	-5.214214
-83.47915	77.08705
-18.53121	31.787169
10.214172	17.931055
-50.636917	14.53098
32.97087	-28.21566
23.661062	69.92076
-48.020847	-78.58935
31.856327	29.330502
30.840427	39.663162
38.491943	54.303444
-3.8262997	75.7203
29.945715	-23.327314
-25.731436	-19.219078
-23.87406	29.363853
-37.562847	-28.29054
-18.965681	14.105191
62.179363	12.8982525
-37.09911	46.48966
5.6157856	-55.34116
-29.752338	8.8995495
-52.185112	86.43895
-102.56617	2.565151
17.916197	67.81967
39.971977	83.069214
17.379578	-50.25977
-47.493355	-84.90394
81.64119	-24.620888
-92.39174	53.260025
-1.0629743	-90.62583
-29.79859	-0.15259904
60.500626	20.414833
17.143562	15.367117
0.25746974	-44.412
5.6696496	32.145775
-13.2950735	44.242504
40.999798	-40.402466
-38.70998	39.152267
21.066515	13.497967
-43.91188	-23.284008
92.44427	-42.082973
-49.543026	-1.4125246
-75.00403	66.74808
41.13896	-16.031296
32.906517	95.48536
53.645016	-61.718174
-26.222658	-5.8844185
-58.15408	-34.156776
67.94121	0.49581492
-47.64802	4.8245435
34.371468	-86.87095
43.121002	-42.68079
75.00765	-71.28068
-69.203964	55.154232
-61.273727	39.472507
36.964024	-71.96771
45.637245	-103.08923
-37.357494	-17.834427
-60.445435	-5.454708
10.893986	-43.703346
34.882946	36.027252
-75.27998	56.23289
62.922825	65.706314
42.24303	-36.773373
25.649042	-28.410309
-53.652695	22.169367
16.831282	56.350857
-89.440544	-4.95463
-67.13501	-9.9321375
-66.36693	-80.7349
-76.62622	-19.488146
-62.374557	-33.19911
-72.75262	3.693437
-74.1674	-3.4030457
64.163826	-34.735565
-7.1824374	-24.731672
-12.724281	-102.857
-69.67708	33.193756
-26.1894	-3.8763082
-18.854658	-21.05562
62.607624	-42.144344
-32.247917	-24.723867
-100.486885	-28.57376
59.31277	-49.491642
24.625074	96.03031
79.61277	-44.543495
0.94193965	66.58328
59.20481	-33.464108
44.681396	-74.129005
41.150604	2.7314904
67.03252	-65.697105
-14.435071	15.115883
51.417347	46.52451
50.63452	-39.123055
-53.55867	-45.495373
52.379253	62.997635
15.052874	3.3670964
92.06546	51.165882
-3.6728356	74.522064
-110.48005	-22.940702
-5.6622496	58.22378
18.818745	-113.50909
-38.2006	-24.69387
-21.417458	100.844696
12.15058	-62.114178
-52.21213	-2.8893282
-34.41563	30.237144
25.434452	13.037128
-1.907463	81.252304
85.748856	18.828434
-20.661196	-26.821447
27.170841	78.17654
36.174107	78.16956
32.528328	97.78351
55.414417	76.28553
87.34551	27.639748
14.250657	50.854782
85.970955	-3.5465875
88.53451	14.184722
-28.600908	61.49971
41.44361	57.957306
68.93713	25.081375
46.963326	35.791363
-24.636621	-47.767597
43.319466	-33.414967
-19.747372	80.711296
-87.776695	23.983343
1.4602376	-87.31989
-32.813057	2.125085
11.3960285	47.325706
86.28384	-10.730497
42.818836	72.36518
22.139801	-50.91213
-50.54578	96.585304
19.221676	-35.22594
-59.804695	-98.69645
65.87243	19.73231
67.38981	-36.777912
29.655733	46.173157
31.943949	-104.49257
-41.924515	50.592976
93.65127	-17.2022
3.8013582	-21.681465
92.10839	51.486458
59.30063	-77.36
11.050965	-24.451345
19.569702	-64.338615
10.067919	33.97079
6.245311	26.034681
-90.396065	48.422737
76.0039	-50.95948
43.953854	-4.1886635
-4.50387	-48.48906
-3.472848	-10.956309
85.228546	72.489815
-54.673313	-32.836483
-106.1748	-5.7104597
20.434875	-21.618479
-16.364206	-50.333107
111.89538	21.005823
-11.8337755	-106.812546
-21.461845	-57.600796
-56.068813	-27.990156
39.68835	15.617958
74.3764	61.510754
-43.757153	-35.875687
-33.589542	-36.719643
-46.832077	-9.399193
19.985464	21.074877
-2.1175508	81.95069
46.38998	44.99515
45.353897	37.119556
14.343458	-48.984215
-22.815395	23.589666
46.683327	69.160416
-28.847366	21.580502
-27.135674	74.499176
27.436514	4.4612164
86.46924	-27.52223
57.725567	-39.38805
-46.358383	8.145393
-6.859287	39.241356
-57.627045	-38.20486
78.780945	63.86087
4.3469667	20.404917
81.34661	-63.33192
35.42573	-16.297075
-92.33654	-45.035088
43.96376	22.495937
-43.36622	-6.0320144
26.553064	38.319283
-40.487526	42.89075
59.833576	-64.85046
-14.656684	-74.96741
-99.074486	6.227087
105.90691	-41.770145
54.999905	-52.794415
91.50545	2.222373
79.02211	-74.0939
-50.8884	11.280645
-76.25884	86.85666
98.7156	-44.157528
94.334885	54.27237
-27.75435	-55.1465
-8.30291	-55.531384
-8.323973	-20.84842
-82.84009	-43.04301
-94.67965	-3.257875
1.2823008	-114.15731
-78.22135	27.168879
-37.46444	-91.327225
59.632736	96.444115
27.230053	-111.310486
38.246136	53.28038
-59.078403	-9.645055
-16.484035	-90.76491
-14.492297	-45.549347
-2.0462465	43.03542
10.689665	-57.21577
-79.101845	43.746384
-6.677996	-3.6415155
-14.0115185	49.750088
29.742323	-55.53185
80.124435	-11.234914
-5.5757184	-8.551615
-78.958176	-38.479546
46.429955	53.234608
-46.730747	-10.016933
53.549435	62.93918
101.341446	15.191687
22.741264	-17.309675
-35.11971	-22.048079
-38.021828	-9.409801
84.94971	32.282932
-65.38798	27.558924
-33.87826	11.058494
2.686003	25.800201
-14.013522	39.37609
-67.14735	10.231798
-45.58606	-54.278454
-58.08206	36.877117
68.38586	-18.590122
-6.527674	-60.235287
-24.195711	22.14494
2.4742854	-1.9075555
-51.739376	86.24
35.60254	-64.63736
37.54711	-1.9562566
19.933294	46.738483
-25.325495	10.220805
-16.328125	40.741356
-86.57264	30.792707
6.02426	26.812029
