Dimension_1	Dimension_2	Dimentions_3
-2.6121452	-9.871442	-4.7795534
-13.008944	8.984475	-2.2835295
27.621267	-29.353214	-6.9659123
32.902607	-34.37077	8.327195
5.0035043	-19.594744	-28.53599
21.510883	15.882524	7.230267
-19.200157	2.5005696	-30.989618
23.772165	31.507782	6.4454308
-26.86703	-34.84363	-5.7308283
27.78083	36.980457	-7.144507
-23.330305	14.928903	-6.0458508
-18.670866	-2.7954705	-29.787546
24.87426	24.35516	9.0046835
11.002517	10.107402	0.51889175
-3.2420743	-18.662968	19.20922
13.583597	9.486862	-13.233446
-12.782745	31.330662	9.92281
14.132508	14.399103	-16.928478
-2.270794	-44.782173	6.1760163
-8.195291	24.622572	24.66634
-5.288257	27.688484	-34.759094
-12.468803	-27.967093	17.965305
-4.246382	21.958961	19.133518
-6.389045	-19.807587	-7.9414177
-4.0080104	-24.728481	-31.388332
24.018408	-30.92621	-31.763624
49.408688	-5.2494874	-1.8656712
30.751589	3.9195402	38.08131
13.710557	13.7735195	39.228596
-0.733245	-2.3398182	-22.941128
27.043947	9.036495	-3.5578544
-4.701157	36.62346	14.059017
15.157521	44.995743	25.270792
-31.784878	7.34035	18.062464
8.305042	19.876465	-11.262806
-23.36643	-0.36714536	42.181232
21.92413	0.7196956	42.696724
-46.90208	0.23250313	3.5252664
-5.6733136	-19.302128	-23.791517
5.923268	-7.0935035	-9.19268
-12.732906	-34.950108	18.402884
15.654083	-39.583202	12.849225
-9.615284	-6.616481	3.7081265
-6.0194774	36.19316	-31.351158
4.012867	-17.37215	-27.863514
-7.9106874	10.039528	20.31817
9.62774	12.742765	47.68182
42.025234	25.44669	13.746196
-21.14798	21.735674	-0.07484775
4.8228083	-12.281574	3.688579
-27.235228	-41.840508	11.993101
-0.5952857	13.043632	35.345783
-31.14516	4.415279	32.617764
41.670986	14.836035	25.90747
-5.8598146	40.763935	23.89358
9.229009	-23.450594	-3.9753802
4.542956	-25.236656	-20.080412
-31.454529	17.769554	-12.211684
-15.004874	-18.8093	-2.458334
1.1560283	8.416162	-38.246014
-17.321764	-30.145573	11.867607
12.923167	11.957297	8.775897
-3.7440379	-0.3064053	29.187069
10.109623	-10.626829	-2.9589937
11.739751	-38.015682	21.475698
15.678399	38.538776	-16.416649
-0.4469808	-10.729044	6.175605
-9.817742	36.519665	-9.754078
-0.9115329	-19.17615	30.893427
-46.13008	22.030598	14.502395
-46.266834	8.622579	-7.81299
-38.28248	-0.4268552	34.82462
21.50538	13.562683	-11.409367
-47.191498	-1.5548279	14.208075
-31.67272	17.275469	8.964976
11.217419	27.66305	-9.551164
16.671524	-17.919346	-22.590023
29.431442	-33.16791	-15.796397
7.767713	9.071387	-18.676418
20.4993	-18.891006	29.364584
6.542074	12.862599	13.84356
25.798052	-5.289004	-4.8516965
-44.89897	-15.150432	16.861897
2.8145287	-51.102287	-13.74081
-12.866689	-1.0038071	-22.163267
-9.575738	25.074385	-0.002380398
-28.053299	1.3114616	8.273116
-23.48157	22.571411	-22.034037
-18.72147	-10.421338	27.160112
-50.209614	4.2882524	20.729876
5.386619	24.033735	24.26652
6.790149	-22.231274	-23.756916
-17.229832	-19.155083	3.0026906
0.7597469	-15.283236	21.54495
19.018248	-44.62052	-4.796642
-16.601755	-21.532364	41.16215
2.286389	24.010998	7.931531
-5.9519677	10.099701	-4.986348
-41.837116	-7.246522	9.067807
10.943561	2.6428344	2.8238578
1.9396952	-43.852356	-28.21298
5.008588	-3.8204687	41.407135
25.551212	31.362131	7.6033735
-24.382751	-23.122913	23.961845
-29.91908	13.79965	18.125525
-14.219823	6.22711	48.283794
-1.177617	-44.97411	15.476044
19.573177	16.101566	32.214676
-8.746176	0.969441	-32.07969
4.901219	8.792963	-45.630657
8.177217	20.848267	47.631203
36.18604	8.320134	13.945841
37.615532	3.4315681	-17.17366
-4.236163	-24.574678	-8.055847
-10.404104	20.96709	41.124805
-14.716216	-31.252369	-30.759623
-10.405426	13.654533	-7.470718
-16.097078	-43.716766	5.1563306
-7.276579	15.535984	-40.3341
-19.993652	20.661064	43.060486
37.8628	-18.572239	-16.616343
-39.944706	1.3812907	10.369754
-13.118322	-23.815758	12.663719
-3.8191798	34.34412	4.419421
-17.621595	-2.277069	-29.87123
-28.11124	-26.510553	-0.010118272
4.189313	14.483395	-8.008338
-16.401266	6.4317546	11.435309
29.233368	-13.141061	25.377764
39.001427	25.73814	-15.632002
17.469921	22.41565	-10.152968
-19.608412	-12.956408	-11.149714
15.518748	13.704681	18.238914
-15.384569	-7.0080504	-11.335462
-10.000019	37.161747	-0.2643769
6.96085	-29.39102	-38.063828
22.936186	17.204407	-32.30733
9.446	-57.838154	3.3014386
16.27221	-19.816822	29.887304
-9.86757	-26.366453	19.227478
6.0035925	5.756469	-43.14371
-2.5188723	-25.154549	-8.545288
-5.752224	-31.184587	4.364152
-15.176004	16.30167	-10.20917
-9.172215	-43.705105	-0.20243958
-2.511125	-10.740056	35.341114
-2.7555852	41.067593	13.989282
19.355478	-10.089648	16.880804
16.527569	32.84535	-17.382538
-5.939157	-16.803608	13.768086
-14.632835	-18.239424	-9.694636
-2.0383277	20.897982	13.760201
-25.012041	-10.715278	-4.8442326
21.187204	-30.709457	-7.7015533
-13.140684	12.634439	49.230927
-8.411179	33.92601	-16.475431
18.612526	-7.0578437	8.591861
34.816486	-1.886402	16.532038
30.680252	-35.751705	14.343186
31.418692	24.717285	16.256037
0.77629495	18.87513	22.941742
-7.8523903	-30.568153	-38.156593
-6.4768553	15.278535	11.10945
-20.858486	6.3646917	27.935102
31.87723	-12.179687	-25.315212
24.442364	42.57145	-3.2471569
1.1272981	-5.5671196	10.214323
-18.754545	21.247356	3.5048082
37.434242	-32.288895	11.845826
-0.69102746	31.099749	-26.320799
17.001598	17.872314	12.122373
-16.951448	14.247642	-20.539913
18.69815	-8.083344	-42.545597
-18.591578	33.147804	-10.513755
-0.20695627	9.883016	-15.640033
20.391937	-27.0046	5.707137
12.759925	-8.296425	-24.176567
6.3188143	36.184948	15.007628
21.415073	-20.68425	20.654104
-23.857645	21.821497	-20.255444
-17.86183	-3.132629	16.273777
12.268031	11.377348	-35.754055
-8.639661	3.09713	-3.087553
-3.6961339	-33.019863	21.41075
20.816645	-21.324953	-18.604609
-4.443553	-19.277796	-39.032627
-3.1542447	4.274909	39.21221
-16.523891	-31.814583	-23.396078
51.61111	12.109671	2.9669302
-13.16786	-24.891397	-24.79747
14.254672	6.3442216	14.006313
32.798256	24.732176	-9.471757
-12.037622	8.238522	-4.6064987
22.479185	-21.563992	-8.144893
-22.103346	15.777734	-23.72149
-16.082478	6.270119	-11.106755
11.569097	-38.798107	21.632729
-6.913173	-24.714497	24.05162
-26.873503	-20.346788	-26.280613
1.8592961	-43.301117	-27.803587
33.724827	20.82079	2.1266217
-48.254414	14.914194	3.2813098
-23.120773	-9.859504	2.9365695
-10.4564905	32.779797	-17.321632
-29.379423	27.027845	-8.406109
-38.856506	22.546234	-24.817581
7.1610475	-47.448017	5.9371376
15.63974	13.110246	40.604733
1.2240444	-1.5080656	14.440315
