Dimension_1	Dimension_2	Dimentions_3
-42.37081	-4.5402927	-0.45099193
-14.752889	-18.96048	18.148945
9.795665	-45.022053	-10.255053
-10.126941	24.170662	-17.505974
12.673114	-7.2657204	-12.551692
-10.948291	-5.6357746	5.1518936
0.28688785	34.015434	-15.034842
8.07754	43.718994	1.332737
4.2753234	-14.090526	-14.650108
14.584556	-11.804398	27.609694
20.543798	-25.006918	6.8249965
22.798136	-25.146349	12.640544
16.707014	-7.1029363	-0.6979068
2.9048784	-29.74255	-36.880253
19.694946	-16.55608	13.973588
-43.172375	1.0395421	-23.713139
11.613481	-27.203302	8.21385
31.501635	22.890675	1.929865
0.6303276	23.940207	0.83660495
2.1399376	33.951244	7.3829994
-7.2317915	24.341045	-24.55146
12.671196	-0.49617818	-36.88224
22.826326	31.86708	-23.279428
8.708257	31.37612	8.201516
-27.43194	-18.200037	10.157939
-16.312553	32.522835	-4.3070135
-18.602766	-9.856895	44.035297
19.65057	-44.492096	19.53651
-9.600267	-15.378174	41.77412
11.280314	32.539783	17.613922
29.944332	10.493302	33.395237
31.540737	-9.822335	-5.149934
-8.800477	-35.522057	-17.609829
-14.205805	1.7606101	1.39677
27.6158	-9.486449	11.70996
-13.758389	10.202537	15.03457
3.9830315	29.891611	-6.526504
22.220549	-7.418965	-26.199707
39.194252	10.506159	-7.60644
24.774307	-22.505857	15.247933
1.6494886	33.028767	-15.640879
-19.941532	0.8286004	8.072162
13.610826	14.745039	-23.325985
-21.353539	19.346102	10.430608
12.778505	42.341908	-24.800726
11.942914	2.8901916	9.766785
-5.293844	0.049113706	17.914976
-29.072212	20.313576	-7.0338964
-18.707073	-31.054346	1.7917682
-6.6898746	-19.92093	16.624878
6.0638137	-48.87018	-6.983347
2.5639281	1.0864177	-39.424862
5.180423	36.092873	21.383396
-22.092136	32.877605	0.067268535
1.2728972	-7.4653845	-47.411907
6.918253	6.7756257	6.2437787
42.582508	4.1378913	-6.1384983
-34.668297	-1.4493706	-24.158964
46.63173	-8.034053	-3.7729948
20.987032	-29.893612	-8.178545
19.020256	1.6427431	-46.47035
23.169762	31.942951	6.6096087
17.722013	48.895576	-10.681842
-7.2488923	28.338074	25.684933
-33.628975	14.14456	-1.4696647
-14.90079	16.367443	9.649588
20.054832	17.917767	-2.383575
-40.164864	10.109794	-0.3929744
-1.442751	-1.3556159	1.2740612
-32.45751	4.5931597	-13.780325
-32.074383	-22.080956	-10.809312
43.487774	1.7143492	-14.373243
27.622345	6.0945745	-0.36184004
27.898878	37.45419	-7.1272683
16.993925	38.47323	-12.898904
-19.161638	-18.030258	9.050298
10.980412	-2.9699047	-25.041862
-1.6268232	20.421463	-20.398897
-23.505743	-34.563904	26.34451
29.62167	-16.368792	-38.497486
20.58818	-42.050766	-6.4788027
11.3448515	-32.595554	35.928074
3.3136566	13.78231	-24.296844
41.017666	14.285439	18.388403
12.291871	-1.0307784	39.459106
2.8550158	-53.21232	0.49277318
17.13928	-25.963121	-0.89837193
-1.7172644	-0.09031653	3.9736388
-19.993488	-32.54182	-16.755941
13.444228	-30.649216	19.638885
0.21402623	24.667902	-25.776783
24.51023	3.7138371	5.1351414
-28.74059	14.604471	16.655174
-24.70191	-12.971219	-3.5694003
-0.06791469	32.50748	-15.437595
34.464806	-2.8466332	-22.257378
-41.215427	9.752254	19.694136
-35.891647	10.683485	-18.231714
52.51186	11.114938	-2.0851562
6.574085	-42.190674	13.17606
-10.518774	32.749737	-11.353462
-3.5984554	29.477116	2.3388977
0.8210222	-38.457623	-19.523296
2.3774688	-23.097002	28.052584
31.075907	-23.607056	5.4476085
15.088049	-17.923485	-6.2678275
-17.599163	-12.268615	-26.099268
11.62193	-39.18611	-6.1459584
-41.6229	3.2944767	16.473076
18.45224	16.349428	-28.149178
-3.7763686	-6.54471	42.100464
-10.628305	20.632914	-11.726473
-9.561359	-9.822698	34.795715
-4.8671074	-14.818579	-14.989742
12.467872	32.829144	-16.351315
-13.644063	42.803844	-2.6973848
18.511574	-37.636436	3.4685774
-15.532568	-38.186634	0.8270434
26.333265	4.639682	14.832189
23.101864	29.133772	-3.4134202
51.71703	1.772704	1.0593333
16.813183	-14.151008	12.556031
16.937008	-5.4067216	16.318907
-34.686314	13.118587	21.059456
33.8399	13.66905	2.0057638
-13.850644	-20.352982	37.904167
-2.2944324	-32.071045	-4.7502737
-7.1962595	17.10111	5.874097
34.34276	10.212213	-14.256299
40.806396	3.1327078	0.79769796
15.138098	12.907562	6.475967
6.979846	2.0484676	31.694424
-10.443023	48.89761	3.1108487
43.768566	14.236725	-21.821318
41.69858	-18.134188	-15.58832
29.82157	27.583405	14.030352
-5.093937	-14.294068	14.222403
-21.91517	-5.7122073	35.32094
-4.633189	-37.50707	-18.288652
-13.940225	-20.105043	-3.3927972
-19.964169	30.319693	16.602715
6.506967	-21.877577	43.575497
31.396576	22.57915	23.131874
7.682957	2.5243654	30.892677
-11.683669	-10.749805	-15.446198
-29.79674	-23.024696	-2.016241
3.8507123	-1.7226386	36.250957
-21.1436	7.278736	28.923927
31.15683	-12.5225	21.83362
-12.1225195	20.706299	17.255442
-14.992084	-11.468184	-32.94053
3.4522562	-1.9233452	-22.890884
-43.03436	22.068033	-3.9645853
2.1698768	20.512901	-6.9727545
-18.552776	33.121887	-10.501529
5.6125774	32.748726	2.2884045
-37.619133	8.653339	29.533245
1.6894958	10.620464	21.76315
14.646925	2.7140625	-9.960016
-27.55898	28.37915	-5.4372435
-4.214616	47.438385	-11.516595
-27.98957	3.1594105	-42.194096
-4.398426	-2.7481213	40.607384
13.238676	10.685981	-51.612545
-9.849972	7.6167073	-4.994655
9.13502	21.06156	14.722675
-1.4005756	-32.6579	-25.186398
27.667284	-14.547793	-14.298054
-2.8035736	-20.376326	11.150919
18.366318	8.460522	42.119156
-13.625564	-12.248156	43.704987
-20.701052	14.752562	-19.51027
-1.0747849	22.382301	-33.81767
24.104351	7.0793614	10.058796
15.327348	-19.674343	-23.088142
2.4146001	-29.41719	-37.00102
-3.8427231	-28.084373	15.216946
3.1971674	4.4893165	21.063623
-6.9994106	30.258593	0.6306575
11.386714	-14.62894	38.687714
-8.518909	-1.7372991	-24.111883
-13.92947	-12.467533	33.58574
-37.907734	-1.1119986	-33.216568
-25.24218	28.751144	-14.78763
-8.02615	-23.633211	17.052242
-20.084053	-33.99173	-9.307449
-9.625156	1.7718498	-29.781738
-16.006311	-4.2414174	13.273818
0.45304245	48.126503	24.142239
-20.492771	18.58265	-42.650017
-2.211245	33.0424	-18.996353
-28.729666	-8.63096	-22.635677
1.4735739	-7.365387	-29.173761
-10.54961	37.17446	-8.622213
-31.531761	-9.468733	-16.998732
22.728168	16.195093	-31.992651
-15.081506	15.342255	31.467571
-0.6574046	47.78109	-8.956565
-21.001408	-4.264501	-2.4676228
-39.709522	-12.820167	-17.145021
-28.226854	-17.887844	2.4766893
-6.475509	-3.3433235	-14.317043
12.11538	26.509783	27.171413
36.52861	-15.10692	9.786618
11.577317	1.3502427	2.5808923
-14.066311	-30.110605	-30.190155
32.721172	15.988078	-19.70462
-18.25212	-4.833454	17.12662
-26.08828	-8.795109	13.772404
7.5471187	-32.477837	35.255215
34.664005	16.936834	-19.89355
8.21969	0.33885992	-8.997864
23.404024	27.658686	-21.132927
-28.872116	-9.298059	-24.901623
-6.3236256	31.636568	-40.80452
2.220166	10.218024	-6.86328
-16.379745	-22.02151	6.3774905
-9.783575	-21.198946	45.363483
5.3498807	-39.726475	-1.7386185
-7.604263	33.07977	31.223562
8.545461	-24.898382	-1.4660414
-6.731198	-11.4593725	-44.063595
15.570738	13.369439	17.299816
16.02229	-12.946533	17.755007
14.036206	-28.416924	27.065872
-23.070671	-25.091404	4.6798635
3.0181863	-3.2875571	3.7616146
17.23632	38.639668	8.829965
0.8735543	37.064266	8.594646
-14.891981	20.821508	4.0661883
38.89689	-16.369888	2.5325565
-27.361052	-14.5537195	23.411596
-24.184992	29.614492	-13.756686
-14.870242	17.127373	-8.993408
29.90568	26.687992	15.071895
22.522758	39.953217	-24.495749
3.5882885	3.5994434	-23.173615
2.6468263	-26.480572	20.430893
-22.256529	-32.313965	-31.736927
-7.4171057	-51.65798	-15.467106
-5.8779383	-23.364534	-19.463217
17.902756	-3.021946	-8.538943
24.751377	-10.877601	4.8791757
28.233385	-4.3261085	23.38199
-1.2592099	-8.816912	49.60066
9.975828	-14.25936	42.30274
36.1912	19.180567	-22.876516
-16.264967	31.256433	-28.949574
-15.593567	-1.6689438	-12.021547
-10.770019	12.543671	17.294891
14.249143	46.197384	-0.2619793
-8.955068	-40.444996	17.999813
-11.792593	-16.587763	-21.344011
-8.593296	3.2197587	21.526777
-27.591024	31.031277	-4.025865
-21.893293	8.732868	5.636479
6.436307	7.548623	-43.230305
29.789614	-18.221733	-2.3287816
21.477724	37.701153	14.060307
-0.025038173	30.934107	-36.118618
30.720087	-21.633165	21.871923
22.77345	-7.9872212	-22.703089
-12.026839	-11.78993	-6.472197
34.88692	-24.21595	9.089427
-9.009272	3.1243017	-40.62043
-25.912556	-3.3990605	17.117826
9.848242	-2.0423324	46.494614
26.3488	35.589584	15.044743
19.7309	30.428665	-25.122047
3.62648	-6.601581	20.576593
-3.786017	11.564138	27.566242
9.136751	15.131008	21.534252
33.283283	-21.606598	-29.657114
-34.429462	12.351652	11.738027
24.380297	-6.054501	-32.73367
5.649282	-4.369617	5.2812824
28.643158	24.666132	17.011972
11.533934	21.053648	31.665176
-3.3176305	-43.476418	13.793046
-21.895016	36.488968	20.474342
9.64297	-22.305462	-4.698443
-9.812447	4.915245	-15.593315
-7.20183	4.3842273	-9.751147
24.803373	19.72601	22.761475
26.259956	41.322388	-12.574854
6.5055294	-7.2705154	29.795105
-20.451181	-33.395084	-18.782667
0.09433166	3.5008197	18.57529
17.24621	23.91926	-24.216063
14.816032	45.436153	23.349703
24.744423	-10.605506	15.531274
17.608624	-4.161001	8.280849
14.335491	13.853171	25.065899
5.568127	-6.6083975	19.977568
11.7707815	26.067501	-15.942423
3.213752	14.866964	-0.2565355
-19.813137	23.559816	-14.590763
-13.946299	-7.6630683	-16.667084
-41.348454	10.120336	19.444588
-4.329897	0.9002963	-2.657632
-20.537754	-11.09683	-17.477869
0.15929401	20.56339	-8.6713915
20.785126	-16.21106	36.150597
54.672237	3.6871996	2.8572562
-41.063915	14.51222	-8.800272
19.20943	-48.943195	4.7566495
-25.142458	-26.149591	-11.556997
-9.123792	-19.46765	-16.128036
-43.597218	5.2345057	14.455037
0.9762538	25.315174	1.0881962
-0.9764044	-18.776423	-41.633865
10.714541	8.782457	23.875908
10.698811	3.553643	21.482676
6.0688653	12.042802	24.306461
15.439873	14.457624	-6.436973
-7.082062	-13.994471	24.16839
-49.608566	-8.184149	11.217005
15.267682	16.042831	-40.179264
-28.099865	23.916368	35.859158
2.0972874	30.01915	0.14791775
42.345524	-18.673092	-15.086816
-21.232351	-1.2454062	31.637398
-17.603123	-2.0782027	-30.004322
-24.030266	13.844801	-13.196889
-14.369214	-5.712454	-5.755089
3.6462736	-53.257595	-8.946426
-17.574615	0.53622615	-18.601244
15.390022	-3.711348	40.18133
18.15534	-26.016802	-1.708338
-18.4439	-2.1294167	46.31321
1.3626478	-21.042131	31.163494
31.638088	29.103813	12.865673
-20.187979	-12.636829	21.962358
-18.516504	-29.906448	17.645191
-2.243212	18.665386	-2.0720668
-15.520692	15.659715	29.854614
5.857759	-1.8896596	11.14679
-42.863415	-13.43446	3.4161584
10.95132	-15.8110285	37.494244
10.427525	4.836098	-16.45484
49.759956	20.062529	-15.486558
25.937029	-1.1103623	11.769913
-13.582874	-16.551046	-39.0465
-7.8982315	38.01895	20.611555
31.104656	-1.264848	-3.0029023
7.7424245	17.875216	-20.76722
-16.328009	-32.393993	-23.573141
6.819456	19.855684	-36.4151
27.973452	-22.203466	9.26794
14.597403	31.307554	5.7893577
7.2926693	-5.8212123	-42.064777
25.023134	15.685303	19.674206
-24.299164	7.72056	-20.390913
9.576451	-7.968404	-34.14501
-25.863197	7.735557	-37.673004
-34.439476	-7.5833554	11.58164
-13.857224	-21.865099	-0.9635882
6.843694	-0.922438	35.794003
24.800596	28.778847	-0.1860959
-11.642926	13.417972	-6.5558743
10.497975	8.746934	23.486628
21.387596	24.76018	23.454622
30.578836	20.91522	-14.926775
5.921813	36.358093	11.061738
13.697697	-30.09213	2.2654269
-10.904577	29.486586	-31.11228
22.852926	-17.488913	-32.120586
-37.4206	11.698956	29.240347
10.446694	-11.740911	-6.465019
3.9600654	10.677011	-24.917955
-1.9367586	-2.6347709	2.121152
12.868645	-35.724674	19.766895
9.480394	-0.45902777	-32.02134
43.282513	-3.117935	-21.352814
-19.817492	40.13452	2.3625743
-22.269663	-42.66298	14.247076
-34.163063	-12.106613	29.332973
-40.77349	-31.419043	6.3279743
18.791353	-0.4288775	-32.699432
8.421151	30.559057	-23.603117
-9.950501	21.176754	-26.416077
0.68277824	10.860983	20.594421
17.669262	13.753703	-6.9353223
28.54578	-32.41835	-15.436041
0.7297658	15.291383	-12.75261
-21.220358	34.992313	-21.070986
8.661105	-22.581743	19.466763
1.255309	-36.17096	10.364565
-0.4087461	21.617855	14.999813
0.7961865	-16.578781	-7.149666
-11.806869	15.247641	-31.788874
8.221661	31.816467	-35.87865
-34.94081	-1.5903747	-31.56914
-8.462214	2.3586652	4.9621654
14.446603	-31.548222	28.041826
-7.073297	27.473526	7.9766006
22.768797	44.782322	5.4777884
8.823639	37.99862	-4.5738726
-23.288788	15.501184	-6.6440296
19.069286	-8.511207	33.74926
9.223446	31.206936	-15.943929
-9.481348	14.239133	26.77517
37.39909	-3.9248786	-17.75463
-21.638285	27.132565	10.229941
4.053531	-22.68489	31.554749
2.6962097	30.389803	1.6056286
15.354293	-3.6567595	40.146862
19.735186	-18.245348	-2.7942126
14.66691	-25.849821	41.72214
29.385256	25.763868	17.894682
-5.000804	-6.4677105	24.459871
13.136471	10.881706	-52.441696
-22.283955	7.7945795	4.6717663
-24.927868	-0.8272581	-28.50892
-34.559917	13.02746	20.987629
-3.2382073	-20.531435	-36.895725
17.779984	9.155273	1.43046
-47.987453	-0.5400675	-18.219185
-49.158386	-0.8056525	8.943964
15.344389	32.140507	-5.7629137
13.793054	-12.930555	26.290682
37.500355	7.0228853	-22.839258
23.627134	31.060497	5.4476757
28.174973	7.903705	-44.750385
7.979978	-29.746096	-39.00205
18.793032	32.682972	26.496542
-9.860408	-0.05786992	22.625345
20.872421	3.1429658	-23.49579
4.774564	-23.96775	31.573627
-27.015444	13.944942	8.979573
-3.3263407	43.947178	0.98212373
-43.54076	4.4235187	28.51562
2.9231799	12.779855	-22.651165
20.999994	27.816551	32.565422
-1.3678169	16.039766	8.825697
10.600678	12.338847	32.88916
20.99359	9.39998	35.525013
10.0064745	2.2200243	4.578329
-21.062304	-7.208249	-45.724678
25.919947	-2.3424501	-21.783392
24.817324	-10.564714	15.286755
35.164238	13.409148	4.301802
32.79023	2.9575107	22.000822
10.579107	-27.54337	10.010381
2.309579	9.977206	-47.829033
2.2124264	-0.51559013	-37.103138
11.610531	9.660156	0.4241664
1.0601585	24.288462	-25.620335
17.36343	27.019964	7.490266
-5.3175993	-15.65289	-3.2346349
27.525717	-16.01247	-21.501493
-0.022715854	0.9666372	-30.552603
20.04953	-26.76402	5.398518
-14.147918	2.7423832	-7.940868
-15.825769	18.559633	-38.973248
-16.004955	-26.38982	-7.315311
9.976422	-26.87287	-14.526403
28.822916	-43.903008	0.02580687
-3.409133	29.139256	40.941574
20.567888	-17.609133	14.035459
14.001847	-14.054013	-32.94892
16.709677	32.8377	-4.900637
5.2009	32.632095	1.7398322
10.681539	14.151472	48.025314
21.350906	-14.586213	-17.243431
-23.958836	23.822186	-23.625282
-12.949566	-11.30147	43.87257
18.022455	-0.62934947	-45.717834
33.865818	-4.0047483	-17.118137
-28.500612	2.3628175	9.643122
-19.724758	9.918106	-5.2531786
-12.033034	-6.692325	25.05737
27.928154	3.0753999	-36.341755
-33.873817	12.528831	20.596434
14.34048	-5.184671	22.831821
-10.130548	5.3465223	29.116768
10.462002	17.013454	-22.31121
26.133453	-12.189577	27.863485
13.452853	-30.845407	19.594452
35.191814	-12.668835	-23.623344
-9.525074	3.3909507	-40.430622
-5.109354	-22.336168	4.993928
6.638726	-6.4863825	0.7504753
-17.146547	-30.739925	-23.32911
-29.803078	-0.6656126	-21.037735
-30.888144	-9.368005	23.0983
4.2505794	-13.409492	38.64037
6.0073404	19.057858	8.592664
13.948974	-37.182827	0.90104574
-7.316701	5.218881	14.36915
-8.534273	-13.110562	1.2010419
-9.531365	-20.972643	-5.128014
-18.155525	-12.522651	-25.433008
15.348046	-29.46178	-10.15157
-6.4084096	-4.4145308	33.171646
-0.49447393	12.235549	-7.6122513
-26.973831	-19.771923	32.019756
-36.606075	-13.990706	13.270671
-32.010727	20.238811	1.5094187
10.657728	5.7970843	-9.692102
-12.160066	0.03651139	-32.690334
-4.487616	18.48968	30.552553
-15.176146	-40.47863	-1.4872785
-12.810935	6.729959	27.761772
-27.952326	30.74492	5.060109
7.583013	-3.647806	-43.854107
-3.0747197	11.9302025	2.8760693
3.3287	16.347887	-1.8322802
6.8313503	26.146217	-22.321774
34.289062	-34.5231	1.7243416
16.868128	42.410076	-0.43922526
-33.12322	19.722929	-0.14971896
5.507897	-2.9333875	-35.958817
0.123408854	8.866944	45.944046
12.467952	-49.54067	-1.7082455
3.936998	5.174031	-29.68554
-23.684841	36.45333	-21.63189
-0.0055378303	-6.328733	-47.22349
-24.339027	2.6944535	-6.6803
20.279646	-20.705345	6.7285767
26.75348	31.41747	8.458292
-31.269156	-13.76088	-7.446444
-26.371347	21.703003	-29.908724
8.683613	8.85285	-21.278994
11.939516	-24.920237	-37.796055
-5.783639	27.20971	-10.409361
3.288416	-2.9577758	3.5821867
22.061188	22.54634	-20.36024
37.95217	-1.287111	24.266436
4.6240697	0.093744144	-27.00828
-14.956403	-7.673582	-16.680828
2.1302397	-49.977898	-22.445227
-27.060345	18.120224	-8.017208
43.60949	-4.9083815	-7.678721
33.35451	-13.512028	32.137367
2.261662	10.754859	13.937439
-3.3035676	0.19977842	-45.78095
-32.034363	40.05739	-12.182131
9.226136	-25.834656	-5.0459075
-7.4697328	-36.96628	-0.80579764
-2.792522	-24.678116	-8.232206
3.6107159	26.582558	36.071716
2.736851	-35.611584	1.2434113
-16.148928	21.926323	-37.976273
-5.730144	14.388104	-27.152592
4.1864185	-16.664803	-7.5435276
-30.559042	14.407369	-23.323336
14.003725	-14.034209	-32.624737
24.139482	-0.8105227	-21.248379
-19.963348	30.31913	16.602139
-7.397812	-27.201366	9.102933
-23.968142	29.660038	-15.805867
-0.85153306	-44.248905	16.500925
-0.9613231	24.040222	34.274918
0.16244832	-9.579161	2.679998
-24.217997	4.205599	-33.372272
-22.317652	-12.791715	13.5057335
-27.763182	-2.9327605	-0.6127882
20.737247	12.5635605	23.285776
18.996134	-2.4579172	22.022203
32.831596	5.099009	-3.36643
-32.99404	-9.222035	-0.034111694
-4.5426555	19.29443	-36.762344
-31.370598	16.908407	2.1553292
-22.2571	-32.31426	-31.736874
-13.105085	5.846757	-34.07106
-4.4338255	-0.69424295	-3.1301546
17.066032	-16.326527	-28.270567
-7.530969	-19.51831	18.033266
-15.050109	15.270677	32.259464
0.46814877	-16.3838	7.13526
-35.73551	-17.770674	23.806435
-10.655448	9.1055155	11.713782
-37.357925	-3.7563157	-7.3622828
-40.341568	-8.573233	-20.423262
41.2402	19.76481	-12.27233
2.7962024	27.461988	-22.973436
13.691996	20.396395	20.558434
1.5913681	32.730778	-10.303267
-19.414618	-35.359196	-16.945658
26.156414	2.8254075	-1.6097872
36.52167	0.7924605	15.106997
13.034255	27.067322	-0.049400695
-0.37025875	39.72427	34.63553
43.250206	1.9008281	6.551289
23.285994	-5.838557	-45.76663
-39.71576	7.143875	-13.217307
-23.884111	25.858236	-3.344413
38.253445	-13.485734	-3.6987662
-40.379604	6.9168835	6.4278183
17.007668	34.574974	34.08891
42.361958	4.3000402	20.176231
-2.9666064	-19.676764	30.82665
-43.562244	-7.4456744	3.7836838
-5.881613	30.178474	20.468325
-42.185852	-6.2343965	-1.473208
-12.107557	11.485463	-13.681027
28.411606	-1.2059308	-12.098446
25.610518	17.752865	27.76647
-22.315996	15.94964	32.688274
-31.643236	-26.871513	9.34787
-5.288861	27.68889	-34.758583
-29.647827	-5.467037	-36.979343
28.539083	-5.153338	-11.175329
19.246435	-19.657019	7.835991
-21.18037	27.32053	36.903446
-45.43834	0.25248867	-14.493076
13.746035	4.5719213	-32.963646
-30.195675	-20.241972	-10.041227
-2.5616925	23.5852	-45.813496
1.2620404	39.589367	18.970919
-18.439602	-10.091657	-11.653384
-3.9026783	-14.337683	-15.140565
34.181988	13.77243	-5.878928
-2.0025375	-44.265545	-1.2124403
35.706623	16.04436	-19.627737
7.005082	0.30975658	-50.129494
24.676037	12.137784	13.126337
8.904347	32.492085	-15.588917
-29.392067	5.413283	2.920184
37.41398	-23.240992	19.768787
-22.902	-22.987162	-21.638918
13.901202	14.58797	-23.358614
-14.8669405	25.926195	-10.590304
-34.212936	-14.483561	-16.024572
-15.207803	-12.759164	25.53942
-12.028877	15.502288	-33.338882
1.8874419	43.591423	14.451282
1.5912848	32.73337	-10.309407
-39.804974	7.062977	21.669357
-7.341305	-15.848027	31.079268
-25.609259	-42.53195	0.18562415
-14.867827	-13.326046	8.762408
-10.984688	0.74952114	-12.339104
-43.500927	4.151839	-2.3868928
-0.2080098	6.408888	-7.926557
-0.5831358	-28.112572	2.8572152
-12.960091	9.290668	-48.153713
8.160649	-33.51002	13.431323
-5.6623	21.144512	43.479153
-28.107056	32.516933	19.328064
-19.434162	-4.1509366	34.595303
27.003222	5.187292	-17.258768
14.951058	-30.022505	0.29914474
-33.80248	-1.4595922	13.211948
4.3056855	-28.488598	-8.38203
2.8833516	4.0296106	-29.801554
21.039516	-15.426921	-8.0506115
35.033447	24.234373	-8.625599
-14.080883	18.425686	19.718086
-34.381138	13.580564	-11.8605795
-27.277863	19.344593	-9.874634
17.243525	7.9507904	-11.957773
14.359143	-29.886797	20.082647
15.860894	34.90811	-6.026375
28.162321	-31.383808	-23.376406
-30.435131	-23.635223	23.40911
-24.947987	-8.528415	-37.9468
-9.657469	-48.29649	12.699507
41.016056	14.005891	10.194615
9.538047	6.7724695	-6.106008
-23.428446	40.18275	10.679204
-24.223412	-2.7366064	-28.804049
15.605722	6.5010247	6.057187
-4.0077324	4.7130094	32.67242
6.9954057	9.05611	6.5989766
17.831924	-33.8825	-32.44899
-22.346178	-13.37507	13.850031
-22.67046	-43.101048	15.037985
-22.387766	-9.177994	4.208308
11.90838	-19.030945	-11.135658
6.6881227	-20.158215	7.4653544
45.958435	-7.7887664	-15.7764
4.2520633	16.246176	-2.3210163
16.794193	-23.798428	-23.868902
7.8250065	-38.352207	-34.05472
30.697008	-36.11255	14.563441
16.717478	-32.53813	11.776263
-15.562687	32.743492	33.87768
4.1645956	25.837873	34.70348
5.7200694	14.299566	51.05273
4.326618	3.6606371	-9.958393
-9.18131	7.0031652	0.953103
23.388767	14.452712	-20.418722
5.2690988	21.350227	-0.0009169155
15.494209	15.652552	-7.780147
-45.22128	-1.8317633	-15.128567
-14.965091	43.075047	9.486726
4.62926	54.575687	-1.3139158
-4.915707	-3.4133368	-26.217396
-8.404642	6.3718038	-17.227709
-14.153876	18.014118	-1.596416
13.174152	-34.78053	-18.573788
-3.217609	6.113078	18.991472
37.91428	-21.051575	19.23404
-44.244377	4.4846926	-3.2333424
-27.189066	-1.6981679	4.2702475
-31.748695	19.848566	-15.362587
26.457546	20.481657	30.485945
24.714725	-21.493166	2.702579
-11.459719	5.1351895	-17.12397
26.904188	14.110157	-13.699428
8.712743	49.097206	5.364661
16.815706	-26.248121	-17.784843
14.693169	-41.389244	-24.79538
-7.163718	9.827686	32.101364
-4.431051	0.009542902	-44.961933
-25.73248	-10.589139	14.197863
-16.944178	24.512938	-26.19086
-33.257263	25.406029	23.154331
26.893415	-1.2126882	9.317885
-2.603135	-18.526915	19.555332
21.174923	1.4857037	-17.28223
-20.552929	35.357037	13.350113
-33.605236	7.1350937	-6.4005685
12.732984	-51.289463	-1.6034056
-32.880066	43.418053	-1.5878274
9.513864	8.459562	-6.122472
-7.1838164	-34.614113	-19.927746
-9.851092	-32.248337	-13.920453
-39.040718	-2.3730872	18.81612
5.1509786	-21.336264	1.5269935
-37.977238	4.494433	-9.093396
-29.608156	-30.617342	-10.649857
17.845982	13.397099	-32.12298
-23.415169	14.210244	-5.9740114
14.048432	-22.53445	-44.802044
-26.822445	-34.61265	-5.849802
30.68207	11.549683	25.265608
23.033014	14.275251	-34.68491
19.162306	40.833122	-13.640396
-18.961506	-13.252953	-12.323479
-20.829609	-17.004162	-31.248787
3.9706998	35.9716	-23.71432
-7.2436705	-43.712914	-9.883029
-4.234782	7.6106477	24.442276
6.418505	-22.758429	-4.763785
16.674013	17.209053	-29.138884
6.7000656	40.564583	12.920691
21.749704	-32.981213	17.320429
-3.5739853	6.4136367	-1.6054624
5.395571	-6.429967	29.410816
37.131744	-6.2268205	-2.2155626
6.497165	13.143987	27.562628
-25.147432	1.0494707	-35.480133
-22.960976	-17.086166	-22.069233
-27.870743	32.37877	-3.4169934
2.6917036	-29.380606	7.913981
-3.4294846	-43.46071	13.760869
-2.2931247	25.202415	33.8033
4.040803	-15.902194	6.7294497
-4.2715964	-10.097753	-18.582561
26.65022	33.271336	19.510113
-25.88363	19.818535	4.2682223
-8.057499	3.929967	21.659683
3.5778277	-2.0953224	-53.15288
-21.894207	-26.307362	16.546064
-4.5092955	-32.53603	-23.001623
10.323226	22.039152	30.9679
-9.651768	1.8095204	-35.3315
10.37952	27.279465	-37.08419
-25.26534	-2.5175393	-5.7146955
-19.967491	-1.0879428	-13.6076
-18.404247	26.198286	-18.96563
-16.820374	46.757236	-0.38450882
36.224087	-23.527002	-6.176823
-9.186163	-3.6942358	7.2499566
33.6241	-0.63564914	-24.255302
-9.267593	7.456909	-9.6503935
45.82591	4.294209	-17.217283
-15.788969	-14.470591	11.381182
-1.149364	-27.728182	51.196594
17.596048	-4.565058	-7.9154944
32.923103	7.1981196	3.1788144
19.553125	-3.4867525	-26.476736
-3.370968	4.9779296	41.873333
-9.563139	-1.1295491	39.330063
17.39667	26.063944	17.294558
25.549955	6.4065313	-10.886265
4.4288373	-5.131188	19.72094
-13.671236	5.301646	-34.266537
12.530413	-34.988197	-18.874416
1.4046309	16.194933	-41.539627
26.06741	17.506714	-8.099067
8.190592	9.166462	-0.39435643
17.433739	3.1465635	29.053036
-26.934645	-9.702488	-37.23979
-22.489895	-21.15847	15.043701
1.6336069	-5.2186165	-4.4991865
-10.130887	20.957832	41.17063
-4.845353	29.659094	40.095535
32.533264	-2.1443129	-16.342386
3.1310067	2.75302	-2.4007425
-11.89339	-13.609426	43.208717
-25.958689	4.6148515	-11.590828
41.859535	12.56266	27.244743
-11.023434	-37.576107	24.786728
0.5638741	11.621008	45.400394
-0.59345055	-17.916742	1.3585567
-17.823112	5.2117357	39.655132
-6.8103194	-14.847766	12.945269
8.275029	28.865168	-22.677511
-32.872948	26.274303	-4.3854218
25.184727	-26.394474	-16.800257
9.688802	14.657852	-44.54288
-0.36901012	39.724262	34.635437
-16.423054	32.24613	-3.5629678
-47.386505	-11.435064	8.117537
15.653107	-15.06815	-38.79981
-15.761418	25.872917	12.214662
30.461205	12.35861	10.168477
-36.03963	9.341058	-29.80554
-35.221268	18.4164	35.45677
-31.689173	-6.5094333	10.821345
16.826872	27.352186	8.811553
11.440831	-6.948644	-23.140837
-6.398858	-16.456383	13.148674
-20.210775	19.27484	10.799512
-42.257687	-5.841997	-0.19420832
